Filename;Annotation tag;Upper left corner X;Upper left corner Y;Lower right corner X;Lower right corner Y;Origin file;Origin frame number;Origin track;Origin track frame number
dayTraining/dayClip5--00000.jpg;go;770;360;782;385;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;0;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;0
dayTraining/dayClip5--00000.jpg;go;843;373;858;403;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;0;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;0
dayTraining/dayClip5--00000.jpg;go;930;415;942;440;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;0;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;0
dayTraining/dayClip5--00000.jpg;go;1146;401;1164;431;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;0;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;0
dayTraining/dayClip5--00000.jpg;go;673;395;685;420;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;0;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;0
dayTraining/dayClip5--00000.jpg;go;757;424;769;449;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;0;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;0
dayTraining/dayClip5--00000.jpg;goLeft;337;439;352;459;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;0;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;0
dayTraining/dayClip5--00000.jpg;goLeft;701;362;716;382;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;0;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;0
dayTraining/dayClip5--00001.jpg;go;768;357;786;387;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;1;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;1
dayTraining/dayClip5--00001.jpg;go;842;371;860;401;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;1;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;1
dayTraining/dayClip5--00001.jpg;go;923;398;950;443;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;1;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;1
dayTraining/dayClip5--00001.jpg;go;1138;376;1174;436;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;1;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;1
dayTraining/dayClip5--00001.jpg;go;673;400;685;420;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;1;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;1
dayTraining/dayClip5--00001.jpg;go;757;429;769;449;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;1;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;1
dayTraining/dayClip5--00001.jpg;goLeft;337;440;349;460;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;1;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;1
dayTraining/dayClip5--00001.jpg;goLeft;698;353;719;383;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;1;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;1
dayTraining/dayClip5--00002.jpg;go;768;355;786;385;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;2;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;2
dayTraining/dayClip5--00002.jpg;go;841;364;862;404;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;2;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;2
dayTraining/dayClip5--00002.jpg;go;928;404;946;444;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;2;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;2
dayTraining/dayClip5--00002.jpg;go;1136;375;1181;435;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;2;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;2
dayTraining/dayClip5--00002.jpg;go;755;429;770;449;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;2;dayTraining/dayClip5/dayClip5Shutter0.004000-Gain-0.mp4;2
