Filename;Annotation tag;Upper left corner X;Upper left corner Y;Lower right corner X;Lower right corner Y;Origin file;Origin frame number;Origin track;Origin track frame number
nightTraining/nightClip5--00000.jpg;go;960;136;994;196;nightTraining/nightClip5/clip5.mp4;0;nightTraining/nightClip5/clip5.mp4;0
nightTraining/nightClip5--00000.jpg;go;1244;270;1280;336;nightTraining/nightClip5/clip5.mp4;0;nightTraining/nightClip5/clip5.mp4;0
nightTraining/nightClip5--00000.jpg;stopLeft;71;245;98;285;nightTraining/nightClip5/clip5.mp4;0;nightTraining/nightClip5/clip5.mp4;0
nightTraining/nightClip5--00000.jpg;stopLeft;783;124;802;153;nightTraining/nightClip5/clip5.mp4;0;nightTraining/nightClip5/clip5.mp4;0
nightTraining/nightClip5--00001.jpg;go;961;132;995;195;nightTraining/nightClip5/clip5.mp4;1;nightTraining/nightClip5/clip5.mp4;1
nightTraining/nightClip5--00001.jpg;go;1246;275;1276;332;nightTraining/nightClip5/clip5.mp4;1;nightTraining/nightClip5/clip5.mp4;1
nightTraining/nightClip5--00001.jpg;stopLeft;69;238;99;297;nightTraining/nightClip5/clip5.mp4;1;nightTraining/nightClip5/clip5.mp4;1
nightTraining/nightClip5--00001.jpg;stopLeft;782;124;803;153;nightTraining/nightClip5/clip5.mp4;1;nightTraining/nightClip5/clip5.mp4;1
nightTraining/nightClip5--00002.jpg;go;961;132;995;195;nightTraining/nightClip5/clip5.mp4;2;nightTraining/nightClip5/clip5.mp4;2
nightTraining/nightClip5--00002.jpg;go;1246;275;1276;332;nightTraining/nightClip5/clip5.mp4;2;nightTraining/nightClip5/clip5.mp4;2
nightTraining/nightClip5--00002.jpg;stopLeft;69;238;99;297;nightTraining/nightClip5/clip5.mp4;2;nightTraining/nightClip5/clip5.mp4;2
nightTraining/nightClip5--00002.jpg;stopLeft;778;109;814;179;nightTraining/nightClip5/clip5.mp4;2;nightTraining/nightClip5/clip5.mp4;2
nightTraining/nightClip5--00003.jpg;go;961;132;995;195;nightTraining/nightClip5/clip5.mp4;3;nightTraining/nightClip5/clip5.mp4;3
nightTraining/nightClip5--00003.jpg;go;1246;275;1276;332;nightTraining/nightClip5/clip5.mp4;3;nightTraining/nightClip5/clip5.mp4;3
nightTraining/nightClip5--00003.jpg;stopLeft;69;238;99;294;nightTraining/nightClip5/clip5.mp4;3;nightTraining/nightClip5/clip5.mp4;3
nightTraining/nightClip5--00003.jpg;stopLeft;786;120;804;157;nightTraining/nightClip5/clip5.mp4;3;nightTraining/nightClip5/clip5.mp4;3
nightTraining/nightClip5--00004.jpg;go;961;132;995;195;nightTraining/nightClip5/clip5.mp4;4;nightTraining/nightClip5/clip5.mp4;4
nightTraining/nightClip5--00004.jpg;go;1246;275;1276;332;nightTraining/nightClip5/clip5.mp4;4;nightTraining/nightClip5/clip5.mp4;4
nightTraining/nightClip5--00004.jpg;stopLeft;70;244;97;284;nightTraining/nightClip5/clip5.mp4;4;nightTraining/nightClip5/clip5.mp4;4
nightTraining/nightClip5--00004.jpg;stopLeft;782;122;807;157;nightTraining/nightClip5/clip5.mp4;4;nightTraining/nightClip5/clip5.mp4;4
nightTraining/nightClip5--00005.jpg;go;961;132;995;195;nightTraining/nightClip5/clip5.mp4;5;nightTraining/nightClip5/clip5.mp4;5
nightTraining/nightClip5--00005.jpg;go;1246;275;1276;332;nightTraining/nightClip5/clip5.mp4;5;nightTraining/nightClip5/clip5.mp4;5
nightTraining/nightClip5--00005.jpg;stopLeft;71;244;99;281;nightTraining/nightClip5/clip5.mp4;5;nightTraining/nightClip5/clip5.mp4;5
nightTraining/nightClip5--00005.jpg;stopLeft;783;124;807;156;nightTraining/nightClip5/clip5.mp4;5;nightTraining/nightClip5/clip5.mp4;5
