Filename;Annotation tag;Upper left corner X;Upper left corner Y;Lower right corner X;Lower right corner Y;Origin file;Origin frame number;Origin track;Origin track frame number
nightTraining/nightClip4--00000.jpg;stop;762;311;777;332;nightTraining/nightClip4/clip4.mp4;0;nightTraining/nightClip4/clip4.mp4;0
nightTraining/nightClip4--00000.jpg;stop;818;354;831;372;nightTraining/nightClip4/clip4.mp4;0;nightTraining/nightClip4/clip4.mp4;0
nightTraining/nightClip4--00001.jpg;stop;762;307;774;334;nightTraining/nightClip4/clip4.mp4;1;nightTraining/nightClip4/clip4.mp4;1
nightTraining/nightClip4--00001.jpg;stop;819;352;826;373;nightTraining/nightClip4/clip4.mp4;1;nightTraining/nightClip4/clip4.mp4;1
nightTraining/nightClip4--00002.jpg;stop;760;307;772;334;nightTraining/nightClip4/clip4.mp4;2;nightTraining/nightClip4/clip4.mp4;2
nightTraining/nightClip4--00002.jpg;stop;817;352;824;373;nightTraining/nightClip4/clip4.mp4;2;nightTraining/nightClip4/clip4.mp4;2
nightTraining/nightClip4--00003.jpg;stop;759;309;769;336;nightTraining/nightClip4/clip4.mp4;3;nightTraining/nightClip4/clip4.mp4;3
nightTraining/nightClip4--00003.jpg;stop;817;356;824;372;nightTraining/nightClip4/clip4.mp4;3;nightTraining/nightClip4/clip4.mp4;3
nightTraining/nightClip4--00004.jpg;stop;759;313;769;340;nightTraining/nightClip4/clip4.mp4;4;nightTraining/nightClip4/clip4.mp4;4
nightTraining/nightClip4--00004.jpg;stop;817;360;824;378;nightTraining/nightClip4/clip4.mp4;4;nightTraining/nightClip4/clip4.mp4;4
nightTraining/nightClip4--00005.jpg;stop;759;315;769;342;nightTraining/nightClip4/clip4.mp4;5;nightTraining/nightClip4/clip4.mp4;5
nightTraining/nightClip4--00005.jpg;stop;817;362;824;378;nightTraining/nightClip4/clip4.mp4;5;nightTraining/nightClip4/clip4.mp4;5
nightTraining/nightClip4--00006.jpg;stop;758;315;770;342;nightTraining/nightClip4/clip4.mp4;6;nightTraining/nightClip4/clip4.mp4;6
nightTraining/nightClip4--00006.jpg;stop;816;360;825;381;nightTraining/nightClip4/clip4.mp4;6;nightTraining/nightClip4/clip4.mp4;6
nightTraining/nightClip4--00007.jpg;stop;758;312;770;333;nightTraining/nightClip4/clip4.mp4;7;nightTraining/nightClip4/clip4.mp4;7
nightTraining/nightClip4--00007.jpg;stop;817;358;824;376;nightTraining/nightClip4/clip4.mp4;7;nightTraining/nightClip4/clip4.mp4;7
nightTraining/nightClip4--00008.jpg;stop;756;311;769;338;nightTraining/nightClip4/clip4.mp4;8;nightTraining/nightClip4/clip4.mp4;8
nightTraining/nightClip4--00008.jpg;stop;817;358;824;376;nightTraining/nightClip4/clip4.mp4;8;nightTraining/nightClip4/clip4.mp4;8
nightTraining/nightClip4--00009.jpg;stop;757;309;769;336;nightTraining/nightClip4/clip4.mp4;9;nightTraining/nightClip4/clip4.mp4;9
nightTraining/nightClip4--00009.jpg;stop;816;356;825;372;nightTraining/nightClip4/clip4.mp4;9;nightTraining/nightClip4/clip4.mp4;9
nightTraining/nightClip4--00010.jpg;stop;757;309;769;336;nightTraining/nightClip4/clip4.mp4;10;nightTraining/nightClip4/clip4.mp4;10
nightTraining/nightClip4--00010.jpg;stop;817;356;824;372;nightTraining/nightClip4/clip4.mp4;10;nightTraining/nightClip4/clip4.mp4;10
nightTraining/nightClip4--00011.jpg;stop;757;307;769;334;nightTraining/nightClip4/clip4.mp4;11;nightTraining/nightClip4/clip4.mp4;11
