Filename;Annotation tag;Upper left corner X;Upper left corner Y;Lower right corner X;Lower right corner Y;Origin file;Origin frame number;Origin track;Origin track frame number
nightTest/nightSequence1--00000.jpg;go;667;385;676;400;nightTest/nightSequence1/testSequence1.mp4;0;nightTest/nightSequence1/testSequence1.mp4;0
nightTest/nightSequence1--00000.jpg;stop;520;387;532;408;nightTest/nightSequence1/testSequence1.mp4;0;nightTest/nightSequence1/testSequence1.mp4;0
nightTest/nightSequence1--00000.jpg;stop;725;385;740;412;nightTest/nightSequence1/testSequence1.mp4;0;nightTest/nightSequence1/testSequence1.mp4;0
nightTest/nightSequence1--00001.jpg;go;667;385;676;400;nightTest/nightSequence1/testSequence1.mp4;1;nightTest/nightSequence1/testSequence1.mp4;1
nightTest/nightSequence1--00001.jpg;stop;520;386;532;407;nightTest/nightSequence1/testSequence1.mp4;1;nightTest/nightSequence1/testSequence1.mp4;1
nightTest/nightSequence1--00001.jpg;stop;725;384;740;411;nightTest/nightSequence1/testSequence1.mp4;1;nightTest/nightSequence1/testSequence1.mp4;1
nightTest/nightSequence1--00002.jpg;go;667;383;676;398;nightTest/nightSequence1/testSequence1.mp4;2;nightTest/nightSequence1/testSequence1.mp4;2
nightTest/nightSequence1--00002.jpg;stop;520;386;532;407;nightTest/nightSequence1/testSequence1.mp4;2;nightTest/nightSequence1/testSequence1.mp4;2
nightTest/nightSequence1--00002.jpg;stop;724;383;737;415;nightTest/nightSequence1/testSequence1.mp4;2;nightTest/nightSequence1/testSequence1.mp4;2
nightTest/nightSequence1--00003.jpg;go;667;382;676;397;nightTest/nightSequence1/testSequence1.mp4;3;nightTest/nightSequence1/testSequence1.mp4;3
nightTest/nightSequence1--00003.jpg;stop;520;384;532;405;nightTest/nightSequence1/testSequence1.mp4;3;nightTest/nightSequence1/testSequence1.mp4;3
nightTest/nightSequence1--00003.jpg;stop;724;381;739;408;nightTest/nightSequence1/testSequence1.mp4;3;nightTest/nightSequence1/testSequence1.mp4;3
nightTest/nightSequence1--00004.jpg;go;667;381;676;396;nightTest/nightSequence1/testSequence1.mp4;4;nightTest/nightSequence1/testSequence1.mp4;4
nightTest/nightSequence1--00004.jpg;go;700;395;707;407;nightTest/nightSequence1/testSequence1.mp4;4;nightTest/nightSequence1/testSequence1.mp4;4
nightTest/nightSequence1--00004.jpg;stop;520;383;532;404;nightTest/nightSequence1/testSequence1.mp4;4;nightTest/nightSequence1/testSequence1.mp4;4
nightTest/nightSequence1--00004.jpg;stop;724;376;740;413;nightTest/nightSequence1/testSequence1.mp4;4;nightTest/nightSequence1/testSequence1.mp4;4
nightTest/nightSequence1--00005.jpg;go;667;380;676;395;nightTest/nightSequence1/testSequence1.mp4;5;nightTest/nightSequence1/testSequence1.mp4;5
nightTest/nightSequence1--00005.jpg;go;700;395;707;407;nightTest/nightSequence1/testSequence1.mp4;5;nightTest/nightSequence1/testSequence1.mp4;5
nightTest/nightSequence1--00005.jpg;stop;519;383;531;404;nightTest/nightSequence1/testSequence1.mp4;5;nightTest/nightSequence1/testSequence1.mp4;5
nightTest/nightSequence1--00005.jpg;stop;725;377;743;404;nightTest/nightSequence1/testSequence1.mp4;5;nightTest/nightSequence1/testSequence1.mp4;5
nightTest/nightSequence1--00006.jpg;go;667;381;676;396;nightTest/nightSequence1/testSequence1.mp4;6;nightTest/nightSequence1/testSequence1.mp4;6
nightTest/nightSequence1--00006.jpg;go;700;395;707;407;nightTest/nightSequence1/testSequence1.mp4;6;nightTest/nightSequence1/testSequence1.mp4;6
nightTest/nightSequence1--00006.jpg;stop;518;383;530;404;nightTest/nightSequence1/testSequence1.mp4;6;nightTest/nightSequence1/testSequence1.mp4;6
nightTest/nightSequence1--00006.jpg;stop;724;377;742;409;nightTest/nightSequence1/testSequence1.mp4;6;nightTest/nightSequence1/testSequence1.mp4;6
nightTest/nightSequence1--00007.jpg;go;667;381;676;396;nightTest/nightSequence1/testSequence1.mp4;7;nightTest/nightSequence1/testSequence1.mp4;7
nightTest/nightSequence1--00007.jpg;stop;516;382;528;403;nightTest/nightSequence1/testSequence1.mp4;7;nightTest/nightSequence1/testSequence1.mp4;7
nightTest/nightSequence1--00007.jpg;stop;724;377;739;404;nightTest/nightSequence1/testSequence1.mp4;7;nightTest/nightSequence1/testSequence1.mp4;7
nightTest/nightSequence1--00008.jpg;go;667;382;676;397;nightTest/nightSequence1/testSequence1.mp4;8;nightTest/nightSequence1/testSequence1.mp4;8
nightTest/nightSequence1--00008.jpg;go;701;396;708;408;nightTest/nightSequence1/testSequence1.mp4;8;nightTest/nightSequence1/testSequence1.mp4;8
nightTest/nightSequence1--00008.jpg;stop;515;382;527;403;nightTest/nightSequence1/testSequence1.mp4;8;nightTest/nightSequence1/testSequence1.mp4;8
nightTest/nightSequence1--00008.jpg;stop;724;376;742;408;nightTest/nightSequence1/testSequence1.mp4;8;nightTest/nightSequence1/testSequence1.mp4;8
nightTest/nightSequence1--00009.jpg;go;667;382;676;397;nightTest/nightSequence1/testSequence1.mp4;9;nightTest/nightSequence1/testSequence1.mp4;9
nightTest/nightSequence1--00009.jpg;stop;514;382;526;403;nightTest/nightSequence1/testSequence1.mp4;9;nightTest/nightSequence1/testSequence1.mp4;9
nightTest/nightSequence1--00009.jpg;stop;725;378;743;410;nightTest/nightSequence1/testSequence1.mp4;9;nightTest/nightSequence1/testSequence1.mp4;9
nightTest/nightSequence1--00010.jpg;go;667;381;676;396;nightTest/nightSequence1/testSequence1.mp4;10;nightTest/nightSequence1/testSequence1.mp4;10
nightTest/nightSequence1--00010.jpg;stop;513;380;526;407;nightTest/nightSequence1/testSequence1.mp4;10;nightTest/nightSequence1/testSequence1.mp4;10
nightTest/nightSequence1--00010.jpg;stop;726;375;741;410;nightTest/nightSequence1/testSequence1.mp4;10;nightTest/nightSequence1/testSequence1.mp4;10
nightTest/nightSequence1--00011.jpg;go;667;380;676;395;nightTest/nightSequence1/testSequence1.mp4;11;nightTest/nightSequence1/testSequence1.mp4;11
nightTest/nightSequence1--00011.jpg;stop;511;379;526;406;nightTest/nightSequence1/testSequence1.mp4;11;nightTest/nightSequence1/testSequence1.mp4;11
nightTest/nightSequence1--00011.jpg;stop;726;376;742;405;nightTest/nightSequence1/testSequence1.mp4;11;nightTest/nightSequence1/testSequence1.mp4;11
nightTest/nightSequence1--00012.jpg;go;667;379;676;394;nightTest/nightSequence1/testSequence1.mp4;12;nightTest/nightSequence1/testSequence1.mp4;12
nightTest/nightSequence1--00012.jpg;stop;511;378;526;402;nightTest/nightSequence1/testSequence1.mp4;12;nightTest/nightSequence1/testSequence1.mp4;12
nightTest/nightSequence1--00012.jpg;stop;727;377;745;409;nightTest/nightSequence1/testSequence1.mp4;12;nightTest/nightSequence1/testSequence1.mp4;12
nightTest/nightSequence1--00013.jpg;go;667;379;676;394;nightTest/nightSequence1/testSequence1.mp4;13;nightTest/nightSequence1/testSequence1.mp4;13
nightTest/nightSequence1--00013.jpg;stop;511;377;526;404;nightTest/nightSequence1/testSequence1.mp4;13;nightTest/nightSequence1/testSequence1.mp4;13
nightTest/nightSequence1--00013.jpg;stop;726;374;744;411;nightTest/nightSequence1/testSequence1.mp4;13;nightTest/nightSequence1/testSequence1.mp4;13
nightTest/nightSequence1--00014.jpg;go;667;380;676;395;nightTest/nightSequence1/testSequence1.mp4;14;nightTest/nightSequence1/testSequence1.mp4;14
