Filename;Annotation tag;Upper left corner X;Upper left corner Y;Lower right corner X;Lower right corner Y;Origin file;Origin frame number;Origin track;Origin track frame number
dayTest/daySequence2--00143.jpg;stop;1178;350;1193;372;dayTest/daySequence2/Day2NoonShutter0.000200-Gain-0.mp4;143;dayTest/daySequence2/Day2NoonShutter0.000200-Gain-0.mp4;143
dayTest/daySequence2--00144.jpg;stop;1152;351;1167;378;dayTest/daySequence2/Day2NoonShutter0.000200-Gain-0.mp4;144;dayTest/daySequence2/Day2NoonShutter0.000200-Gain-0.mp4;144
dayTest/daySequence2--00145.jpg;stop;1126;351;1141;378;dayTest/daySequence2/Day2NoonShutter0.000200-Gain-0.mp4;145;dayTest/daySequence2/Day2NoonShutter0.000200-Gain-0.mp4;145
dayTest/daySequence2--00146.jpg;stop;1100;352;1115;370;dayTest/daySequence2/Day2NoonShutter0.000200-Gain-0.mp4;146;dayTest/daySequence2/Day2NoonShutter0.000200-Gain-0.mp4;146
dayTest/daySequence2--00147.jpg;stop;1074;350;1092;372;dayTest/daySequence2/Day2NoonShutter0.000200-Gain-0.mp4;147;dayTest/daySequence2/Day2NoonShutter0.000200-Gain-0.mp4;147
dayTest/daySequence2--00148.jpg;stop;1051;349;1066;376;dayTest/daySequence2/Day2NoonShutter0.000200-Gain-0.mp4;148;dayTest/daySequence2/Day2NoonShutter0.000200-Gain-0.mp4;148
dayTest/daySequence2--00149.jpg;stop;1028;347;1043;378;dayTest/daySequence2/Day2NoonShutter0.000200-Gain-0.mp4;149;dayTest/daySequence2/Day2NoonShutter0.000200-Gain-0.mp4;149
dayTest/daySequence2--00150.jpg;stop;1004;349;1019;376;dayTest/daySequence2/Day2NoonShutter0.000200-Gain-0.mp4;150;dayTest/daySequence2/Day2NoonShutter0.000200-Gain-0.mp4;150
dayTest/daySequence2--00151.jpg;stop;984;349;999;371;dayTest/daySequence2/Day2NoonShutter0.000200-Gain-0.mp4;151;dayTest/daySequence2/Day2NoonShutter0.000200-Gain-0.mp4;151
dayTest/daySequence2--00152.jpg;stop;965;349;977;367;dayTest/daySequence2/Day2NoonShutter0.000200-Gain-0.mp4;152;dayTest/daySequence2/Day2NoonShutter0.000200-Gain-0.mp4;152
dayTest/daySequence2--00153.jpg;stop;1058;392;1070;410;dayTest/daySequence2/Day2NoonShutter0.000200-Gain-0.mp4;153;dayTest/daySequence2/Day2NoonShutter0.000200-Gain-0.mp4;153
dayTest/daySequence2--00153.jpg;stop;942;344;963;380;dayTest/daySequence2/Day2NoonShutter0.000200-Gain-0.mp4;153;dayTest/daySequence2/Day2NoonShutter0.000200-Gain-0.mp4;153
dayTest/daySequence2--00154.jpg;stop;1037;391;1049;409;dayTest/daySequence2/Day2NoonShutter0.000200-Gain-0.mp4;154;dayTest/daySequence2/Day2NoonShutter0.000200-Gain-0.mp4;154
dayTest/daySequence2--00154.jpg;stop;926;344;941;366;dayTest/daySequence2/Day2NoonShutter0.000200-Gain-0.mp4;154;dayTest/daySequence2/Day2NoonShutter0.000200-Gain-0.mp4;154
dayTest/daySequence2--00155.jpg;stop;1022;392;1034;410;dayTest/daySequence2/Day2NoonShutter0.000200-Gain-0.mp4;155;dayTest/daySequence2/Day2NoonShutter0.000200-Gain-0.mp4;155
dayTest/daySequence2--00155.jpg;stop;909;345;924;372;dayTest/daySequence2/Day2NoonShutter0.000200-Gain-0.mp4;155;dayTest/daySequence2/Day2NoonShutter0.000200-Gain-0.mp4;155
dayTest/daySequence2--00156.jpg;stop;892;343;910;374;dayTest/daySequence2/Day2NoonShutter0.000200-Gain-0.mp4;156;dayTest/daySequence2/Day2NoonShutter0.000200-Gain-0.mp4;156
dayTest/daySequence2--00156.jpg;stop;1006;392;1018;410;dayTest/daySequence2/Day2NoonShutter0.000200-Gain-0.mp4;156;dayTest/daySequence2/Day2NoonShutter0.000200-Gain-0.mp4;156
dayTest/daySequence2--00157.jpg;stop;991;392;1003;410;dayTest/daySequence2/Day2NoonShutter0.000200-Gain-0.mp4;157;dayTest/daySequence2/Day2NoonShutter0.000200-Gain-0.mp4;157
